id_show,Paises_Produccion
239380.0,sin informacion
239378.0,sin informacion
239563.0,sin informacion
239390.0,sin informacion
239501.0,sin informacion
239500.0,Czechoslovakia
237560.0,India
239555.0,sin informacion
239553.0,sin informacion
239411.0,Germany
239551.0,sin informacion
239550.0,sin informacion
239533.0,Germany
239485.0,sin informacion
238617.0,sin informacion
237161.0,Switzerland
239415.0,sin informacion
239414.0,sin informacion
239413.0,sin informacion
239412.0,Germany
239325.0,sin informacion
237127.0,sin informacion
239491.0,sin informacion
239419.0,sin informacion
239347.0,sin informacion
239346.0,Austria
237567.0,sin informacion
207023.0,China
207044.0,sin informacion
55780.0,sin informacion
55777.0,South Korea
138003.0,sin informacion
237585.0,sin informacion
238385.0,Thailand
86772.0,Russia
156335.0,sin informacion
237605.0,sin informacion
238440.0,sin informacion
221774.0,Belgium
238183.0,sin informacion
238665.0,sin informacion
238661.0,sin informacion
238713.0,sin informacion
239431.0,sin informacion
239429.0,sin informacion
239428.0,sin informacion
239427.0,sin informacion
239426.0,sin informacion
237088.0,sin informacion
238003.0,sin informacion
237939.0,United States of America
138073.0,sin informacion
237943.0,sin informacion
238181.0,sin informacion
237872.0,sin informacion
195580.0,China
156366.0,sin informacion
237559.0,sin informacion
15739.0,sin informacion
237208.0,sin informacion
237207.0,Germany
237206.0,Germany
138081.0,sin informacion
238667.0,sin informacion
138098.0,United States of America
138098.0,United Kingdom
138098.0,France
138098.0,China
237876.0,Spain
238677.0,South Africa
138076.0,sin informacion
237958.0,Sweden
237564.0,sin informacion
15714.0,United Kingdom
238716.0,sin informacion
237454.0,Belgium
237138.0,United States of America
239309.0,sin informacion
122886.0,China
237933.0,sin informacion
238660.0,sin informacion
238194.0,Germany
239305.0,sin informacion
238191.0,sin informacion
238190.0,sin informacion
238189.0,New Zealand
237875.0,Spain
239312.0,sin informacion
239311.0,sin informacion
221716.0,sin informacion
239308.0,sin informacion
239307.0,sin informacion
238647.0,sin informacion
138096.0,sin informacion
138095.0,sin informacion
138093.0,sin informacion
226414.0,China
238188.0,sin informacion
238679.0,India
238651.0,Australia
237938.0,sin informacion
237854.0,China
238654.0,China
24111.0,sin informacion
55778.0,sin informacion
138047.0,sin informacion
220787.0,Czechoslovakia
237817.0,China
239416.0,Germany
238471.0,Netherlands
238656.0,sin informacion
28673.0,sin informacion
226459.0,Brazil
226477.0,United Kingdom
213594.0,sin informacion
226474.0,United States of America
226416.0,Pakistan
226470.0,sin informacion
122897.0,Vietnam
238472.0,Netherlands
225174.0,United States of America
239294.0,sin informacion
225111.0,Italy
238608.0,Germany
203196.0,United States of America
203195.0,sin informacion
203191.0,Japan
238079.0,sin informacion
237848.0,Spain
238095.0,Slovakia
238094.0,sin informacion
238632.0,sin informacion
238598.0,sin informacion
238153.0,sin informacion
238630.0,sin informacion
238655.0,sin informacion
238609.0,sin informacion
238622.0,United States of America
237800.0,sin informacion
238604.0,Russia
238603.0,sin informacion
238602.0,sin informacion
237857.0,Japan
238600.0,United Kingdom
238599.0,sin informacion
238154.0,sin informacion
238087.0,Belgium
125736.0,China
238642.0,Germany
238865.0,sin informacion
238589.0,Belgium
224089.0,sin informacion
237436.0,Japan
237435.0,sin informacion
237434.0,Italy
238114.0,sin informacion
213409.0,sin informacion
226468.0,sin informacion
125744.0,Japan
238511.0,Germany
238643.0,France
125723.0,sin informacion
238641.0,Austria
238640.0,Japan
203194.0,sin informacion
238637.0,United States of America
237865.0,Russia
238158.0,India
238633.0,sin informacion
239459.0,sin informacion
213485.0,Germany
220798.0,Estonia
125724.0,sin informacion
238509.0,Brazil
238508.0,sin informacion
238507.0,sin informacion
226475.0,sin informacion
237818.0,Germany
237785.0,United States of America
237832.0,sin informacion
237831.0,sin informacion
238090.0,sin informacion
238089.0,China
125737.0,Russia
238510.0,sin informacion
237437.0,sin informacion
220758.0,sin informacion
238515.0,sin informacion
238180.0,Taiwan
237871.0,sin informacion
237870.0,Russia
237868.0,Russia
237432.0,China
237892.0,Sweden
239474.0,sin informacion
237450.0,sin informacion
237421.0,China
237463.0,Germany
237418.0,sin informacion
237417.0,sin informacion
107289.0,Japan
237430.0,France
237428.0,France
239473.0,sin informacion
239278.0,sin informacion
239335.0,France
237082.0,China
107219.0,Peru
239498.0,sin informacion
239496.0,sin informacion
239495.0,China
238267.0,sin informacion
239492.0,sin informacion
237141.0,sin informacion
237085.0,sin informacion
239565.0,sin informacion
239290.0,sin informacion
156340.0,sin informacion
238196.0,sin informacion
237134.0,Germany
237091.0,sin informacion
237869.0,sin informacion
239508.0,sin informacion
107283.0,sin informacion
237921.0,United Kingdom
238674.0,Hong Kong
237886.0,China
238686.0,sin informacion
239527.0,Germany
239326.0,sin informacion
239525.0,Germany
239567.0,sin informacion
237410.0,sin informacion
238689.0,sin informacion
207050.0,Japan
237930.0,sin informacion
237967.0,United States of America
239542.0,sin informacion
238211.0,sin informacion
238210.0,sin informacion
239423.0,sin informacion
24171.0,sin informacion
239566.0,United Kingdom
239348.0,Germany
239277.0,Japan
225121.0,sin informacion
239441.0,sin informacion
239530.0,sin informacion
225176.0,sin informacion
238212.0,sin informacion
107217.0,United States of America
237078.0,Brazil
125711.0,China
237129.0,Netherlands
239292.0,sin informacion
239534.0,sin informacion
239520.0,Germany
225170.0,sin informacion
225103.0,sin informacion
239401.0,Japan
225179.0,sin informacion
207095.0,Netherlands
207020.0,China
239293.0,sin informacion
225110.0,Brazil
225110.0,Jordan
239306.0,sin informacion
239521.0,Germany
237084.0,Thailand
6431.0,sin informacion
239532.0,sin informacion
86710.0,sin informacion
136980.0,sin informacion
138087.0,sin informacion
15370.0,sin informacion
224506.0,sin informacion
133380.0,Germany
208460.0,Germany
105183.0,Germany
115204.0,China
208474.0,China
224653.0,sin informacion
114813.0,sin informacion
194980.0,Netherlands
202225.0,Germany
115294.0,sin informacion
8845.0,sin informacion
199010.0,China
84658.0,United Kingdom
208451.0,sin informacion
198103.0,sin informacion
41034.0,sin informacion
227367.0,sin informacion
227366.0,sin informacion
227341.0,sin informacion
202230.0,sin informacion
84618.0,sin informacion
84616.0,Brazil
8649.0,sin informacion
84610.0,sin informacion
40692.0,sin informacion
28080.0,sin informacion
87791.0,Canada
227351.0,Hong Kong
34703.0,sin informacion
208499.0,Canada
95219.0,United Kingdom
196560.0,Japan
227905.0,sin informacion
205021.0,sin informacion
202226.0,Germany
227920.0,sin informacion
205051.0,Portugal
155863.0,Brazil
212617.0,sin informacion
212678.0,sin informacion
227971.0,United States of America
227971.0,United Kingdom
5987.0,sin informacion
227970.0,sin informacion
56089.0,sin informacion
132324.0,sin informacion
196567.0,sin informacion
95265.0,sin informacion
72842.0,Denmark
74938.0,sin informacion
105128.0,Chile
155841.0,sin informacion
212697.0,sin informacion
155866.0,sin informacion
196553.0,sin informacion
15371.0,sin informacion
196569.0,sin informacion
115207.0,Germany
119439.0,sin informacion
110605.0,Malaysia
28024.0,sin informacion
199012.0,Japan
212677.0,sin informacion
196581.0,Germany
87727.0,Georgia
196552.0,China
95251.0,Russia
196600.0,Austria
114882.0,France
121243.0,sin informacion
113286.0,United States of America
121239.0,China
121237.0,sin informacion
18865.0,United States of America
115237.0,Canada
196547.0,China
115228.0,China
5924.0,sin informacion
198185.0,Finland
119435.0,Denmark
18876.0,Philippines
32087.0,sin informacion
205030.0,Czechoslovakia
155897.0,sin informacion
155872.0,sin informacion
205046.0,sin informacion
110687.0,sin informacion
227906.0,sin informacion
227921.0,United States of America
119416.0,China
219566.0,sin informacion
133391.0,Canada
5975.0,sin informacion
87765.0,sin informacion
95950.0,Japan
119460.0,Canada
8652.0,sin informacion
76635.0,Spain
110627.0,sin informacion
87766.0,sin informacion
74922.0,sin informacion
219569.0,sin informacion
219567.0,sin informacion
196595.0,sin informacion
115217.0,Ukraine
155900.0,Serbia
155889.0,Argentina
13298.0,sin informacion
154741.0,Japan
203297.0,China
115242.0,Japan
115241.0,Canada
198161.0,sin informacion
13254.0,sin informacion
13243.0,sin informacion
212688.0,sin informacion
212687.0,sin informacion
212685.0,sin informacion
136648.0,China
32038.0,Philippines
5989.0,sin informacion
196549.0,Germany
5945.0,sin informacion
5907.0,United States of America
121245.0,sin informacion
198108.0,sin informacion
115235.0,sin informacion
205094.0,China
87747.0,United Kingdom
87745.0,Georgia
6096.0,sin informacion
121244.0,China
132344.0,sin informacion
132325.0,France
32077.0,sin informacion
8647.0,sin informacion
205097.0,sin informacion
198105.0,sin informacion
138182.0,China
95235.0,sin informacion
114891.0,sin informacion
28053.0,sin informacion
208444.0,sin informacion
28012.0,Australia
227909.0,Netherlands
155865.0,Brazil
18870.0,sin informacion
196582.0,Germany
18823.0,Hong Kong
119427.0,Denmark
95244.0,China
95271.0,sin informacion
14336.0,United States of America
227365.0,Mexico
212699.0,sin informacion
227375.0,sin informacion
101673.0,Thailand
101603.0,sin informacion
28014.0,Ireland
28014.0,United Kingdom
227354.0,Brazil
227353.0,sin informacion
74946.0,Germany
155844.0,China
224573.0,sin informacion
155861.0,Brazil
101674.0,China
205014.0,sin informacion
101671.0,sin informacion
101670.0,Hong Kong
40614.0,Germany
219575.0,Canada
115232.0,China
154765.0,sin informacion
196598.0,Germany
113278.0,sin informacion
95972.0,sin informacion
115218.0,India
115229.0,China
205052.0,sin informacion
155859.0,sin informacion
45963.0,sin informacion
45961.0,Japan
203233.0,South Korea
121242.0,Norway
113285.0,sin informacion
113283.0,sin informacion
13202.0,sin informacion
115225.0,Canada
13267.0,sin informacion
205020.0,sin informacion
110620.0,sin informacion
198141.0,sin informacion
87762.0,Georgia
154764.0,France
212673.0,sin informacion
5959.0,sin informacion
212646.0,sin informacion
24269.0,sin informacion
196529.0,China
76628.0,Sweden
135526.0,sin informacion
133319.0,sin informacion
227914.0,sin informacion
87737.0,sin informacion
87759.0,Georgia
212620.0,sin informacion
66915.0,Japan
121246.0,sin informacion
66917.0,sin informacion
24751.0,sin informacion
110616.0,Japan
110615.0,Egypt
110638.0,Malaysia
110636.0,South Korea
110634.0,China
110631.0,Thailand
196540.0,Germany
212649.0,sin informacion
84639.0,United Kingdom
80249.0,Finland
205095.0,sin informacion
205005.0,sin informacion
205093.0,sin informacion
205089.0,sin informacion
5969.0,sin informacion
205087.0,sin informacion
139715.0,sin informacion
76629.0,Malaysia
155826.0,Hong Kong
198187.0,sin informacion
212645.0,sin informacion
24754.0,Belgium
24754.0,Netherlands
115293.0,sin informacion
84670.0,Norway
84668.0,sin informacion
84659.0,sin informacion
32006.0,sin informacion
212658.0,sin informacion
5910.0,sin informacion
199004.0,Japan
17110.0,Brazil
198188.0,Tanzania
5942.0,sin informacion
24753.0,sin informacion
24752.0,sin informacion
212648.0,sin informacion
80250.0,sin informacion
128269.0,South Korea
95908.0,Germany
40664.0,Germany
227991.0,sin informacion
115295.0,sin informacion
224577.0,sin informacion
87746.0,Georgia
87770.0,Egypt
6090.0,sin informacion
115219.0,Germany
212675.0,sin informacion
95939.0,Egypt
212641.0,sin informacion
115300.0,France
24275.0,sin informacion
205083.0,sin informacion
205098.0,sin informacion
119449.0,China
24268.0,sin informacion
32011.0,sin informacion
208471.0,United Kingdom
24280.0,sin informacion
24279.0,sin informacion
116291.0,Germany
219573.0,France
80220.0,Germany
212661.0,sin informacion
212660.0,sin informacion
212659.0,sin informacion
196534.0,Italy
205069.0,sin informacion
139714.0,sin informacion
18810.0,Philippines
227916.0,sin informacion
121235.0,Afghanistan
115214.0,Netherlands
119462.0,sin informacion
203879.0,sin informacion
196555.0,sin informacion
110644.0,sin informacion
196533.0,sin informacion
95914.0,Mexico
74936.0,sin informacion
8646.0,sin informacion
95912.0,sin informacion
203883.0,sin informacion
203814.0,Japan
110688.0,Singapore
36704.0,sin informacion
13209.0,sin informacion
227923.0,sin informacion
219591.0,sin informacion
5927.0,sin informacion
219534.0,Japan
202263.0,France
110626.0,sin informacion
203816.0,United States of America
95902.0,sin informacion
202242.0,sin informacion
205016.0,sin informacion
196531.0,Japan
205012.0,sin informacion
205009.0,Portugal
212664.0,sin informacion
110618.0,United Kingdom
214390.0,Serbia
41001.0,Germany
79572.0,Canada
212671.0,sin informacion
155386.0,sin informacion
138918.0,sin informacion
183.0,sin informacion
194976.0,sin informacion
41017.0,Germany
80206.0,Denmark
110633.0,sin informacion
74302.0,Poland
87743.0,Georgia
87742.0,Georgia
50447.0,sin informacion
24755.0,sin informacion
194988.0,United States of America
95964.0,France
95904.0,France
203815.0,sin informacion
24605.0,sin informacion
209114.0,Japan
211397.0,sin informacion
227915.0,sin informacion
95942.0,sin informacion
205025.0,sin informacion
203886.0,Japan
105404.0,sin informacion
41035.0,Germany
137365.0,sin informacion
137360.0,Brazil
133351.0,Belgium
139335.0,sin informacion
139334.0,sin informacion
133389.0,Hong Kong
205024.0,sin informacion
18893.0,sin informacion
205088.0,sin informacion
74937.0,sin informacion
196521.0,Japan
119438.0,sin informacion
8855.0,sin informacion
205096.0,sin informacion
202289.0,sin informacion
119437.0,Denmark
119452.0,Netherlands
67383.0,sin informacion
203866.0,Japan
27040.0,sin informacion
211391.0,sin informacion
67376.0,France
155391.0,sin informacion
155388.0,sin informacion
36724.0,sin informacion
36713.0,sin informacion
41040.0,Germany
84631.0,sin informacion
41074.0,France
41074.0,Germany
41074.0,Italy
116239.0,Japan
80205.0,Brazil
133392.0,Canada
28099.0,sin informacion
41097.0,sin informacion
194995.0,Germany
137337.0,sin informacion
114815.0,sin informacion
194932.0,Egypt
194972.0,sin informacion
137350.0,Japan
95204.0,sin informacion
139349.0,Canada
133343.0,sin informacion
194977.0,United States of America
202228.0,sin informacion
114812.0,sin informacion
114831.0,Russia
114827.0,Taiwan
137335.0,United States of America
105944.0,China
202238.0,United States of America
61490.0,sin informacion
116254.0,sin informacion
202276.0,sin informacion
194934.0,United States of America
133347.0,sin informacion
215994.0,sin informacion
95524.0,sin informacion
95523.0,Canada
121940.0,sin informacion
116231.0,sin informacion
63228.0,Germany
63124.0,Germany
121939.0,Germany
50972.0,Australia
203821.0,sin informacion
50911.0,sin informacion
114814.0,Poland
137338.0,sin informacion
85355.0,United States of America
85355.0,South Korea
85355.0,United Kingdom
85355.0,Russia
85355.0,Vietnam
116236.0,sin informacion
202241.0,sin informacion
41088.0,sin informacion
84700.0,sin informacion
68021.0,sin informacion
68016.0,sin informacion
28089.0,sin informacion
137340.0,sin informacion
32042.0,sin informacion
32013.0,sin informacion
8837.0,Argentina
116257.0,sin informacion
84603.0,China
41046.0,Germany
28098.0,sin informacion
91393.0,Japan
41098.0,Germany
84685.0,sin informacion
202262.0,sin informacion
202229.0,sin informacion
114817.0,China
105950.0,Japan
114816.0,China
85309.0,sin informacion
61484.0,France
202233.0,sin informacion
133301.0,United States of America
202299.0,sin informacion
202294.0,Finland
28054.0,sin informacion
133321.0,sin informacion
114801.0,sin informacion
84641.0,Japan
114821.0,Serbia
114818.0,Norway
202227.0,sin informacion
26263.0,sin informacion
84681.0,Japan
133393.0,sin informacion
194996.0,Slovakia
41026.0,Germany
84696.0,sin informacion
116271.0,Germany
136496.0,sin informacion
26271.0,sin informacion
28039.0,United Kingdom
28093.0,sin informacion
26270.0,sin informacion
41076.0,sin informacion
84644.0,sin informacion
224560.0,Brazil
105140.0,sin informacion
115215.0,Austria
215496.0,sin informacion
215493.0,Japan
205084.0,Turkey
101612.0,Japan
28076.0,sin informacion
133399.0,Ireland
41025.0,Germany
137385.0,sin informacion
28088.0,sin informacion
95929.0,sin informacion
227344.0,Hong Kong
41004.0,Italy
95935.0,Germany
41052.0,Germany
199009.0,India
41049.0,Germany
115252.0,sin informacion
80203.0,Germany
74901.0,sin informacion
212637.0,sin informacion
205008.0,sin informacion
5964.0,Hong Kong
28087.0,sin informacion
110686.0,sin informacion
95948.0,Malaysia
224565.0,sin informacion
95940.0,Germany
26204.0,sin informacion
227343.0,Hong Kong
194999.0,United States of America
91360.0,France
8844.0,sin informacion
26274.0,sin informacion
194895.0,sin informacion
85319.0,sin informacion
227919.0,sin informacion
227918.0,sin informacion
227917.0,sin informacion
5990.0,sin informacion
194998.0,sin informacion
205086.0,China
41028.0,Germany
91398.0,Japan
84672.0,United Kingdom
28071.0,sin informacion
194891.0,sin informacion
194809.0,sin informacion
212663.0,sin informacion
85311.0,Brazil
139719.0,sin informacion
137361.0,Netherlands
128211.0,China
76637.0,Canada
30540.0,sin informacion
30538.0,sin informacion
133320.0,sin informacion
136498.0,sin informacion
116269.0,Japan
28086.0,sin informacion
95901.0,sin informacion
199005.0,Japan
105946.0,United States of America
105142.0,Japan
133303.0,sin informacion
8835.0,sin informacion
8832.0,sin informacion
139368.0,China
194935.0,Brazil
194935.0,United States of America
116270.0,Japan
116267.0,Germany
84671.0,sin informacion
119446.0,Brazil
194948.0,sin informacion
133331.0,sin informacion
227350.0,South Korea
116256.0,India
196522.0,Hong Kong
196520.0,China
72816.0,Malaysia
28070.0,sin informacion
194931.0,sin informacion
194930.0,Pakistan
199003.0,United States of America
41031.0,Germany
95934.0,sin informacion
85301.0,sin informacion
138437.0,South Korea
157157.0,Australia
202785.0,sin informacion
30559.0,sin informacion
113807.0,Canada
95930.0,sin informacion
22369.0,sin informacion
29731.0,sin informacion
24297.0,sin informacion
24295.0,sin informacion
136656.0,sin informacion
30552.0,sin informacion
194892.0,sin informacion
136495.0,sin informacion
101611.0,Hong Kong
194888.0,sin informacion
194887.0,sin informacion
138192.0,sin informacion
25442.0,sin informacion
133329.0,sin informacion
137351.0,Sweden
61470.0,sin informacion
199050.0,Japan
201891.0,China
9419.0,Venezuela
137304.0,United Kingdom
194889.0,United Kingdom
77783.0,sin informacion
105165.0,sin informacion
5914.0,France
32002.0,Mexico
22361.0,sin informacion
224579.0,Bulgaria
224579.0,United Kingdom
212670.0,sin informacion
224574.0,sin informacion
26272.0,sin informacion
30553.0,sin informacion
137695.0,Denmark
232221.0,Taiwan
108310.0,Canada
108310.0,United States of America
25423.0,sin informacion
25421.0,sin informacion
157317.0,Ireland
8891.0,sin informacion
136497.0,Japan
14751.0,sin informacion
68037.0,sin informacion
133314.0,China
137692.0,Denmark
137688.0,sin informacion
157172.0,sin informacion
202281.0,sin informacion
157165.0,Malaysia
202236.0,sin informacion
133353.0,sin informacion
133338.0,Ireland
157101.0,Italy
137303.0,sin informacion
218635.0,sin informacion
227349.0,Hong Kong
91399.0,Japan
136500.0,sin informacion
91395.0,Germany
68039.0,Sweden
157103.0,China
74351.0,Canada
74499.0,Belgium
137302.0,sin informacion
137690.0,China
85306.0,Japan
132315.0,Italy
41042.0,sin informacion
28042.0,sin informacion
28057.0,sin informacion
202215.0,United Kingdom
205583.0,sin informacion
101619.0,China
101615.0,sin informacion
138119.0,sin informacion
157152.0,Japan
84640.0,sin informacion
227370.0,Hong Kong
204874.0,sin informacion
113801.0,Japan
194900.0,sin informacion
194804.0,Portugal
205586.0,Germany
194801.0,Italy
68041.0,sin informacion
85397.0,Germany
133307.0,Hong Kong
41056.0,Germany
102130.0,sin informacion
114823.0,sin informacion
117272.0,Norway
117271.0,sin informacion
194840.0,sin informacion
217331.0,sin informacion
222547.0,Netherlands
236271.0,Germany
236271.0,Austria
85387.0,United Kingdom
222549.0,Netherlands
194803.0,sin informacion
139343.0,sin informacion
227361.0,sin informacion
227360.0,United States of America
194975.0,sin informacion
194974.0,sin informacion
202220.0,Belgium
232218.0,sin informacion
40613.0,Germany
132314.0,sin informacion
14330.0,sin informacion
113817.0,Japan
194897.0,United Kingdom
194981.0,Netherlands
134220.0,sin informacion
137354.0,United States of America
74373.0,sin informacion
74372.0,sin informacion
202221.0,Germany
113806.0,Germany
113806.0,India
113806.0,United States of America
133326.0,sin informacion
85334.0,United States of America
85334.0,Russia
102131.0,sin informacion
194936.0,Turkey
202207.0,sin informacion
202206.0,Belgium
133315.0,China
133310.0,sin informacion
74368.0,Italy
194971.0,sin informacion
222518.0,sin informacion
126886.0,Portugal
87949.0,sin informacion
202205.0,France
194973.0,sin informacion
89883.0,sin informacion
157175.0,Norway
232202.0,sin informacion
24787.0,United States of America
136499.0,sin informacion
24784.0,sin informacion
40621.0,Germany
116265.0,Germany
41013.0,Germany
41078.0,Germany
202214.0,sin informacion
119432.0,Denmark
133336.0,South Korea
40669.0,Germany
40668.0,Germany
40666.0,Germany
40693.0,Germany
132385.0,sin informacion
132355.0,sin informacion
232220.0,Belgium
232220.0,France
5575.0,sin informacion
227314.0,Brazil
34846.0,sin informacion
34845.0,Belgium
202204.0,sin informacion
202202.0,Belgium
133350.0,sin informacion
133323.0,sin informacion
133354.0,sin informacion
84697.0,Brazil
30554.0,sin informacion
34847.0,sin informacion
34862.0,sin informacion
4215.0,sin informacion
194970.0,India
194970.0,United States of America
114881.0,sin informacion
47606.0,South Korea
132397.0,Hong Kong
40656.0,Germany
137330.0,India
84699.0,sin informacion
8879.0,sin informacion
157363.0,sin informacion
227334.0,Hong Kong
227333.0,sin informacion
138178.0,sin informacion
201895.0,sin informacion
132350.0,United Kingdom
194946.0,sin informacion
227357.0,sin informacion
137324.0,sin informacion
137322.0,sin informacion
132353.0,sin informacion
28685.0,sin informacion
202283.0,Philippines
127303.0,sin informacion
201864.0,sin informacion
121922.0,sin informacion
121921.0,Denmark
201862.0,sin informacion
14314.0,sin informacion
132322.0,Germany
132318.0,Czechoslovakia
201850.0,United States of America
201899.0,Sweden
202218.0,sin informacion
201894.0,Japan
95261.0,sin informacion
17122.0,sin informacion
127315.0,Denmark
127314.0,United States of America
137301.0,sin informacion
201837.0,Germany
14319.0,sin informacion
227332.0,sin informacion
30542.0,sin informacion
201880.0,sin informacion
157170.0,sin informacion
157167.0,sin informacion
157166.0,sin informacion
227320.0,sin informacion
227319.0,Hong Kong
61417.0,sin informacion
222816.0,sin informacion
105940.0,sin informacion
105938.0,Germany
218913.0,sin informacion
157513.0,sin informacion
117267.0,Japan
194979.0,United States of America
136637.0,sin informacion
137699.0,sin informacion
227317.0,sin informacion
24798.0,sin informacion
95241.0,sin informacion
132377.0,Bangladesh
14307.0,India
40673.0,Germany
40672.0,Germany
40698.0,sin informacion
40697.0,Germany
8842.0,sin informacion
4224.0,sin informacion
201849.0,sin informacion
127305.0,sin informacion
201840.0,Germany
201839.0,sin informacion
133346.0,Serbia
28021.0,sin informacion
194989.0,China
25426.0,United States of America
232204.0,Canada
119455.0,France
119455.0,Monaco
119455.0,Sweden
26203.0,sin informacion
133348.0,sin informacion
133328.0,China
133400.0,sin informacion
68013.0,sin informacion
137388.0,sin informacion
80284.0,Germany
121974.0,China
202824.0,sin informacion
202822.0,sin informacion
40660.0,sin informacion
28004.0,sin informacion
201882.0,Netherlands
194836.0,sin informacion
132302.0,sin informacion
40601.0,Germany
132384.0,South Korea
9430.0,sin informacion
132310.0,sin informacion
132307.0,Lebanon
132305.0,Lebanon
132304.0,sin informacion
194991.0,China
201898.0,sin informacion
47609.0,United Kingdom
114852.0,sin informacion
26237.0,sin informacion
24783.0,sin informacion
133333.0,sin informacion
101618.0,Hong Kong
132303.0,Lebanon
194992.0,Germany
132341.0,sin informacion
114851.0,sin informacion
40610.0,Germany
114895.0,sin informacion
40608.0,Germany
201892.0,Japan
40678.0,sin informacion
124075.0,Brazil
116262.0,Germany
124092.0,China
124091.0,sin informacion
19425.0,sin informacion
116114.0,sin informacion
127572.0,sin informacion
28634.0,United Kingdom
234082.0,sin informacion
234081.0,sin informacion
28023.0,sin informacion
124020.0,Thailand
124074.0,China
41080.0,Germany
28001.0,sin informacion
137367.0,sin informacion
204883.0,sin informacion
137346.0,Germany
128289.0,India
8816.0,sin informacion
41092.0,Germany
41069.0,Germany
202823.0,sin informacion
194969.0,China
14313.0,sin informacion
40626.0,Germany
132383.0,sin informacion
40625.0,Germany
227362.0,sin informacion
95264.0,sin informacion
40655.0,Germany
40654.0,Germany
212683.0,sin informacion
40652.0,Germany
194858.0,sin informacion
41039.0,Germany
217335.0,Slovakia
194824.0,Italy
199008.0,sin informacion
201846.0,sin informacion
84650.0,Japan
84673.0,sin informacion
201885.0,sin informacion
201884.0,sin informacion
202235.0,sin informacion
113294.0,sin informacion
113293.0,sin informacion
66905.0,Bulgaria
84674.0,sin informacion
121972.0,China
121970.0,sin informacion
133322.0,sin informacion
28079.0,sin informacion
202280.0,sin informacion
41016.0,Germany
116251.0,Belgium
202274.0,sin informacion
133344.0,sin informacion
137341.0,sin informacion
194860.0,sin informacion
202256.0,sin informacion
194857.0,sin informacion
41084.0,Germany
41083.0,Germany
76640.0,sin informacion
137348.0,sin informacion
126804.0,sin informacion
194835.0,Singapore
194834.0,Japan
137358.0,sin informacion
41010.0,sin informacion
41007.0,Germany
201883.0,sin informacion
133396.0,sin informacion
202234.0,sin informacion
128293.0,Germany
114837.0,sin informacion
4249.0,sin informacion
34887.0,sin informacion
121971.0,sin informacion
80282.0,Germany
25480.0,sin informacion
9418.0,sin informacion
101607.0,Germany
4252.0,sin informacion
114836.0,Belgium
201888.0,Brazil
201890.0,Norway
13255.0,sin informacion
86388.0,sin informacion
127308.0,sin informacion
84652.0,Japan
139725.0,sin informacion
128290.0,Germany
128286.0,sin informacion
201841.0,Japan
137392.0,Germany
137392.0,Italy
137364.0,sin informacion
61471.0,sin informacion
202217.0,sin informacion
202278.0,Japan
41075.0,Germany
28081.0,sin informacion
121953.0,Canada
28094.0,sin informacion
41020.0,sin informacion
28092.0,sin informacion
28090.0,sin informacion
40700.0,sin informacion
106269.0,Germany
4296.0,sin informacion
155838.0,sin informacion
196548.0,Germany
106287.0,Netherlands
155869.0,sin informacion
115230.0,China
202270.0,sin informacion
115231.0,sin informacion
116235.0,sin informacion
95974.0,United Kingdom
80248.0,Hong Kong
205091.0,sin informacion
205090.0,sin informacion
50444.0,sin informacion
194945.0,sin informacion
212644.0,sin informacion
126809.0,United Kingdom
222527.0,sin informacion
119451.0,Netherlands
5950.0,sin informacion
9431.0,sin informacion
126802.0,sin informacion
48349.0,Turkey
126819.0,Slovakia
222558.0,Norway
28686.0,sin informacion
137362.0,Brazil
95221.0,France
201847.0,South Korea
40690.0,Germany
40649.0,sin informacion
50450.0,Indonesia
28681.0,sin informacion
126894.0,sin informacion
137332.0,sin informacion
137345.0,Denmark
137345.0,Finland
137345.0,Norway
137345.0,Sweden
40646.0,East Germany
201863.0,sin informacion
128285.0,South Korea
117270.0,Japan
132356.0,Belgium
4222.0,sin informacion
41045.0,Germany
5550.0,Philippines
222600.0,sin informacion
28687.0,sin informacion
218816.0,sin informacion
85358.0,sin informacion
131462.0,Morocco
131462.0,Syrian Arab Republic
113811.0,Japan
218809.0,sin informacion
205018.0,Brazil
5561.0,sin informacion
119415.0,Denmark
102133.0,sin informacion
28691.0,sin informacion
114977.0,sin informacion
222542.0,sin informacion
222541.0,sin informacion
126811.0,China
126813.0,China
222550.0,sin informacion
105960.0,Germany
116300.0,Germany
194810.0,sin informacion
222517.0,Turkey
217307.0,sin informacion
217306.0,sin informacion
222511.0,India
222544.0,sin informacion
132335.0,sin informacion
106286.0,India
106285.0,sin informacion
194978.0,Netherlands
38426.0,sin informacion
194869.0,sin informacion
135525.0,sin informacion
128299.0,Netherlands
71968.0,Russia
222820.0,sin informacion
116937.0,sin informacion
105974.0,India
139336.0,sin informacion
222834.0,sin informacion
222833.0,sin informacion
59677.0,sin informacion
194985.0,sin informacion
222501.0,New Zealand
55787.0,sin informacion
222821.0,sin informacion
117265.0,sin informacion
218819.0,sin informacion
62252.0,sin informacion
202249.0,sin informacion
222520.0,sin informacion
87936.0,Japan
55786.0,sin informacion
117268.0,sin informacion
85390.0,Brazil
236270.0,sin informacion
156704.0,sin informacion
236280.0,sin informacion
111404.0,sin informacion
236278.0,sin informacion
137611.0,sin informacion
194826.0,South Korea
117269.0,sin informacion
232309.0,Kazakhstan
232309.0,United Kingdom
218846.0,India
128298.0,Japan
